
Parameters: 11 states AND 11 symbols

Matrix A :

0	0	0	0	0	0	2.13526e-05	0.16668	0	0	0.833298	
0	0.862745	0.129902	0.00735285	0	0	0	0	0	0	0	
0	0.200743	0.579927	0.208178	0.0111524	0	0	0	0	0	0	
0.00414938	0.0124478	0.240664	0.593361	0.149378	0	0	0	0	0	0	
0.00709252	0	0.0140858	0.246501	0.577472	0.154849	0	0	0	0	0	
0.0557151	0	0	0.057971	0.289685	0.506521	0.0901078	0	0	3.32384e-07	0	
0	0	0	0	0	0.357209	0.642791	0	0	0	0	
0	0	0	0	0	0	0	0	0.999896	0	0.000103905	
0	0	0	0	0	0	0.5	0	0.5	0	0	
0	0	0	0	0.333331	0.666669	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0.150001	0.849999	


Matrix B :

0	0	0	0	0	0	0.15429	0.84571	0	0	0	
0	0.338029	0.661971	0	0	0	0	0	0	0	0	
0	0	1.90514e-06	0.999998	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	0	
0	0	0	0	0	0.0350167	0	0.793921	0.171062	0	0	
0	0	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0.500002	0.499998	0	


Vector Pi :

0.016667	0.283333	0.233333	0.216667	0.116577	0.0666665	0.0667561	0	0	0	0	


Vector Phi :

0.00460764	0.350663	0.227377	0.200814	0.116329	0.0529302	0.0155072	0.000768061	0.00153623	0.00384414	0.0256231	
