
Parameters: 11 states AND 11 symbols

Matrix A :

0.666667	0	0	0	0	0	0	0	0	0.333333	0	
0	0.808959	0.191041	0	0	0	0	0	0	0	0	
0	0.148478	0.729995	0.120603	0	0	0.000923456	0	0	0	0	
0	0	0.278706	0.520322	0.0658088	0.0107783	0.118324	0	0.00606053	0	0	
0	0	0	0.374349	0.62565	0	5.30291e-07	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	
0	0	0.0899013	0	0.000121013	0	0.265768	0.644209	0	0	0	
0	0	0	0.0274456	0.280099	0.054752	0	0.538307	0.0993962	0	0	
0	0	0	0	0	0	0	0.522189	0.112278	0.365533	0	
0.0714286	0	0	0	0	0	0	0	0	0.428571	0.5	
0	0	0	0	0	0	0.480079	0.0913492	0.428571	0	0	


Matrix B :

0	0	0	0	0	0	0	0	0	0	1	
0	0.308574	0.659227	0.0321989	0	0	0	0	0	0	0	
0	0	0	0.517188	0.482812	0	0	0	0	0	0	
0	0	0	0	0	0.976323	0.0236769	0	0	0	0	
0	0	0	0	0	0	0.984866	0.0151335	0	0	0	
0	0	0	0	0	0	0	0.342695	0.657305	0	0	
0	0	0	0	0	0	0.907926	0.0920745	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	1	0	0	


Vector Pi :

0	0.283358	0.349976	0.218796	0.0656382	0	0	0.0655663	0	0.0166667	0	


Vector Phi :

0.00248945	0.284631	0.366239	0.15051	0.0705474	0.00484762	0.028514	0.0589076	0.0158884	0.0116162	0.00580826	
